taxa_name	pectoral_fin	pelvic_fin	pectoral_inferred	pelvic_inferred	pectoral_propagated	pelvic_propagated
Serrasalmus sp. 42	?	?	?	?	?	?
Serrasalmus sp. 41	?	?	?	?	?	?
Serrasalmus sp. A5032	?	?	?	?	?	?
Serrasalmus sp. 1764	?	?	?	?	?	?
Serrasalmus sp. 19	?	?	?	?	?	?
Serrasalmus sp. 4240	?	?	?	?	?	?
Serrasalmus sp. 4326	?	?	?	?	?	?
Serrasalmus sp. 5	?	?	?	?	?	?
Serrasalmus sp. UFRGS12672	?	?	?	?	?	?
Serrasalmus cf. rhombeus QCAZ 2770	?	?	?	?	?	?
Serrasalmus sp. TSB-2015	?	?	?	?	?	?
Myleus ternetzi	?	?	?	?	?	?
Myleus tiete	?	?	?	?	?	?
Myleus schomburgkii	?	?	?	?	?	?
Myleus micans	?	?	?	?	?	?
Myleus sp. NM-2010	?	?	?	?	?	?
Myleus rhomboidalis	?	?	?	?	?	?
Myleus sp. MZUSP 58511	?	?	?	?	?	?
Myleus sp. DC-2004	?	?	?	?	?	?
Myleus setiger	?	?	?	?	?	?
Myleus arnoldi	?	?	?	?	?	?
Myleus levis	?	?	?	?	?	?
Myleus pacu	?	?	?	?	?	?
Myleus torquatus	?	?	?	?	?	?
Myleus altipinnis	?	?	?	?	?	?
Myleus latus	?	?	?	?	?	?
Myleus knerii	?	?	?	?	?	?
Myleus lobatus	?	?	?	?	?	?
Myleus sp. T06914	?	?	?	?	?	?
Myleus sp. G07_093	?	?	?	?	?	?
Myleus sp. 226	?	?	?	?	?	?
Myloplus sp. p49	?	?	?	?	?	?
Myloplus sp. p51	?	?	?	?	?	?
Myloplus planquettei	?	?	?	?	?	?
Myloplus rubripinnis	?	?	?	?	?	?
Myloplus asterias	?	?	?	?	?	?
Myloplus sp. 22	?	?	?	?	?	?
Myloplus sp. 21	?	?	?	?	?	?
Myloplus sp. 11	?	?	?	?	?	?
Myloplus sp. 4365	?	?	?	?	?	?
Myloplus sp. 4861_F12R2	?	?	?	?	?	?
Myloplus sp. 31	?	?	?	?	?	?
Myloplus sp. 4	?	?	?	?	?	?
Myloplus sp. 29	?	?	?	?	?	?
Myloplus sp. 30	?	?	?	?	?	?
Myloplus sp. 23	?	?	?	?	?	?
Myloplus sp. 25	?	?	?	?	?	?
Mylesinus paraschomburgkii	?	?	?	?	?	?
Mylesinus paucisquamatus	?	?	?	?	?	?
Mylesinus sp. MZUSP 58508	?	?	?	?	?	?
Mylesinus schomburgkii	?	?	?	?	?	?
Mylesinus sp. DC-2004	?	?	?	?	?	?
Acnodon normani	?	?	?	?	?	?
Acnodon oligacanthus	?	?	?	?	?	?
Acnodon senai	?	?	?	?	?	?
Acnodon sp. 2	?	?	?	?	?	?
Acnodon sp. 3	?	?	?	?	?	?
Acnodon sp. 6	?	?	?	?	?	?
Metynnis sp. 81	?	?	?	?	?	?
Metynnis hypsauchen	?	?	?	?	?	?
Metynnis cf. mola	?	?	?	?	?	?
Metynnis sp. p32	?	?	?	?	?	?
Metynnis sp. p31	?	?	?	?	?	?
Metynnis calmoni	?	?	?	?	?	?
Metynnis lippincottianus	?	?	?	?	?	?
Metynnis mola	?	?	?	?	?	?
Metynnis guaporensis	?	?	?	?	?	?
Metynnis orinocensis	?	?	?	?	?	?
Metynnis fasciatus	?	?	?	?	?	?
Metynnis otuquensis	?	?	?	?	?	?
Metynnis polystictus	?	?	?	?	?	?
Metynnis altidorsalis	?	?	?	?	?	?
Metynnis longipinnis	?	?	?	?	?	?
Metynnis luna	?	?	?	?	?	?
Metynnis cuiaba	?	?	?	?	?	?
Metynnis argenteus	?	?	?	?	?	?
Metynnis sp. big_eye_2271	?	?	?	?	?	?
Metynnis sp. 36	?	?	?	?	?	?
Metynnis sp. 24	?	?	?	?	?	?
Metynnis sp. 28	?	?	?	?	?	?
Metynnis sp. small_eye_2270	?	?	?	?	?	?
Metynnis sp. A178	?	?	?	?	?	?
Metynnis sp. CBM:ZF:12928	?	?	?	?	?	?
Ossubtus xinguense	?	?	?	?	?	?
Pygopristis denticulata	?	?	?	?	?	?
Catoprion mento	?	?	?	?	?	?
Pristobrycon striolatus	?	?	?	?	?	?
Pristobrycon aureus	?	?	?	?	?	?
Pristobrycon calmoni	?	?	?	?	?	?
Pristobrycon maculipinnis	?	?	?	?	?	?
Pristobrycon careospinus	?	?	?	?	?	?
Pygocentrus nattereri	?	?	?	?	?	?
Pygocentrus cariba	?	?	?	?	?	?
Pygocentrus piraya	?	?	?	?	?	?
Pygocentrus palometa	?	?	?	?	?	?
Pygocentrus cf. nattereri QCAZ 2719	?	?	?	?	?	?
Utiaritichthys longidorsalis	?	?	?	?	?	?
Utiaritichthys sennaebragai	?	?	?	?	?	?
Bryconops sp. ATT-2010	?	?	?	?	?	?
Bryconops melanurus	?	?	?	?	?	?
Bryconops sp. DC-2004	?	?	?	?	?	?
Bryconops affinis	1	1	2	2	0	0
Bryconops gracilis	?	?	?	?	?	?
Bryconops magoi	?	?	?	?	?	?
Bryconops collettei	?	?	?	?	?	?
Bryconops humeralis	?	?	?	?	?	?
Bryconops inpai	?	?	?	?	?	?
Bryconops cyrtogaster	?	?	?	?	?	?
Bryconops vibex	?	?	?	?	?	?
Bryconops transitoria	?	?	?	?	?	?
Bryconops colanegra	?	?	?	?	?	?
Bryconops disruptus	?	?	?	?	?	?
Bryconops colaroja	?	?	?	?	?	?
Bryconops alburnoides	1	1	2	2	0	0
Bryconops giacopinii	?	?	?	?	?	?
Bryconops caudomaculatus	?	?	?	?	?	?
Bryconops piracolina	?	?	?	?	?	?
Bryconops durbini	?	?	?	?	?	?
Bryconops imitator	?	?	?	?	?	?
Iguanodectes geisleri	?	?	?	?	?	?
Iguanodectes adujai	?	?	?	?	?	?
Iguanodectes gracilis	?	?	?	?	?	?
Iguanodectes polylepis	?	?	?	?	?	?
Iguanodectes rachovii	?	?	?	?	?	?
Iguanodectes variatus	?	?	?	?	?	?
Iguanodectes purusii	?	?	?	?	?	?
Iguanodectes spilurus	?	?	?	?	?	?
Iguanodectes sp. CBM:ZF:12570	?	?	?	?	?	?
Iguanodectes sp. CBM:ZF:13652	?	?	?	?	?	?
Piabucus melanostoma	?	?	?	?	?	?
Piabucus dentatus	?	?	?	?	?	?
Piabucus caudomaculatus	?	?	?	?	?	?
Triportheus nematurus	1	?	2	?	0	0
Triportheus angulatus	?	?	?	?	?	?
Triportheus magdalenae	?	?	?	?	?	?
Triportheus albus	1	1	2	2	0	0
Triportheus elongatus	?	?	?	?	?	?
Triportheus orinocensis	?	?	?	?	?	?
Triportheus pantanensis	?	?	?	?	?	?
Triportheus paranensis	?	?	?	?	?	?
Triportheus guentheri	1	?	2	?	0	0
Triportheus curtus	?	?	?	?	?	?
Triportheus rotundatus	?	?	?	?	?	?
Triportheus auritus	?	?	?	?	?	?
Triportheus venezuelensis	?	?	?	?	?	?
Triportheus culter	?	?	?	?	?	?
Triportheus signatus	?	?	?	?	?	?
Triportheus brachipomus	?	?	?	?	?	?
Triportheus pictus	?	?	?	?	?	?
Triportheus trifurcatus	?	?	?	?	?	?
Triportheus sp. QCAZ 2846	?	?	?	?	?	?
Triportheus sp. QCAZ 2699	?	?	?	?	?	?
Triportheus sp. CBM:ZF:13070	?	?	?	?	?	?
Lignobrycon myersi	1	?	2	?	0	0
Hemiodopsis gracilis	?	?	?	?	?	?
Hemiodopsis sp. GO-2013	?	?	?	?	?	?
Argonectes robertsi	?	?	?	?	?	?
Argonectes longiceps	?	?	?	?	?	?
Hemiodus immaculatus	?	?	?	?	?	?
Hemiodus gracilis	?	?	?	?	?	?
Hemiodus jatuarana	?	?	?	?	?	?
Hemiodus microlepis	?	?	?	?	?	?
Hemiodus orthonops	?	?	?	?	?	?
Hemiodus ternetzi	?	?	?	?	?	?
Hemiodus unimaculatus	1	1	2	2	0	0
Hemiodus vorderwinkleri	?	?	?	?	?	?
Hemiodus huraulti	?	?	?	?	?	?
Hemiodus quadrimaculatus	1	1	2	1	0	0
Hemiodus thayeria	?	?	?	?	?	?
Hemiodus atranalis	?	?	?	?	?	?
Hemiodus goeldii	?	?	?	?	?	?
Hemiodus parnaguae	?	?	?	?	?	?
Hemiodus tocantinensis	?	?	?	?	?	?
Hemiodus semitaeniatus	1	1	2	1	0	0
Hemiodus amazonum	?	?	?	?	?	?
Hemiodus sterni	?	?	?	?	?	?
Hemiodus argenteus	?	1	?	2	0	0
Hemiodus langeanii	?	?	?	?	?	?
Bivibranchia velox	?	?	?	?	?	?
Bivibranchia bimaculata	?	?	?	?	?	?
Bivibranchia notata	?	?	?	?	?	?
Bivibranchia fowleri	?	?	?	?	?	?
Bivibranchia simulata	?	?	?	?	?	?
Anodus orinocensis	?	?	?	?	?	?
Anodus elongatus	1	1	2	1	0	0
Micromischodus sugillatus	?	?	?	?	?	?
Carnegiella marthae	?	?	?	?	?	?
Carnegiella strigata	?	?	?	?	?	?
Carnegiella myersi	?	?	?	?	?	?
Carnegiella schereri	?	?	?	?	?	?
Thoracocharax stellatus	?	?	?	?	?	?
Thoracocharax securis	?	?	?	?	?	?
Thoracocharax sp. QCAZ 2649	?	?	?	?	?	?
Thoracocharax sp. QCAZ 2664	?	?	?	?	?	?
Gasteropelecus sternicla	?	?	?	?	?	?
Gasteropelecus maculatus	?	?	?	?	?	?
Gasteropelecus levis	?	?	?	?	?	?
Gasteropelecus sp. QCAZ 2855	?	?	?	?	?	?
Engraulisoma taeniatum	?	?	?	?	?	?
Melanocharacidium sp. DC-2004	?	?	?	?	?	?
Melanocharacidium sp. AMNH233321	?	?	?	?	?	?
Melanocharacidium blennioides	?	?	?	?	?	?
Melanocharacidium depressum	?	?	?	?	?	?
Melanocharacidium melanopteron	?	?	?	?	?	?
Melanocharacidium dispilomma	?	?	?	?	?	?
Melanocharacidium nigrum	?	?	?	?	?	?
Melanocharacidium auroradiatum	?	?	?	?	?	?
Melanocharacidium compressus	?	?	?	?	?	?
Melanocharacidium pectorale	?	?	?	?	?	?
Melanocharacidium rex	?	?	?	?	?	?
Characidium rachovii	?	?	?	?	?	?
Characidium cf. alipioi BOLD:AAB1733	?	?	?	?	?	?
Characidium purpuratum	?	?	?	?	?	?
Characidium fasciatum	?	?	?	?	?	?
Characidium zebra	?	?	?	?	?	?
Characidium sp. BOLD:AAE8908	?	?	?	?	?	?
Characidium lagosantense	?	?	?	?	?	?
Characidium sp. MNRJ12843	?	?	?	?	?	?
Characidium sp. BOLD:AAO5269	?	?	?	?	?	?
Characidium alipioi	?	?	?	?	?	?
Characidium gomesi	?	?	?	?	?	?
Characidium cf. alipioi BOLD:AAE1387	?	?	?	?	?	?
Characidium vidali	?	?	?	?	?	?
Characidium pterostictum	?	?	?	?	?	?
Characidium etzeli	?	?	?	?	?	?
Characidium bimaculatum	?	?	?	?	?	?
Characidium phoxocephalum	?	?	?	?	?	?
Characidium longum	?	?	?	?	?	?
Characidium sanctjohanni	?	?	?	?	?	?
Characidium occidentale	?	?	?	?	?	?
Characidium vestigipinne	?	?	?	?	?	?
Characidium oiticicai	?	?	?	?	?	?
Characidium marshi	?	?	?	?	?	?
Characidium interruptum	?	?	?	?	?	?
Characidium orientale	?	?	?	?	?	?
Characidium crandellii	?	?	?	?	?	?
Characidium timbuiense	?	?	?	?	?	?
Characidium grajahuensis	?	?	?	?	?	?
Characidium bahiense	?	?	?	?	?	?
Characidium japuhybense	?	?	?	?	?	?
Characidium steindachneri	?	?	?	?	?	?
Characidium lanei	?	?	?	?	?	?
Characidium declivirostre	?	?	?	?	?	?
Characidium macrolepidotum	?	?	?	?	?	?
Characidium tenue	?	?	?	?	?	?
Characidium pteroides	?	?	?	?	?	?
Characidium chupa	?	?	?	?	?	?
Characidium boehlkei	?	?	?	?	?	?
Characidium heinianum	?	?	?	?	?	?
Characidium caucanum	?	?	?	?	?	?
Characidium roesseli	?	?	?	?	?	?
Characidium brevirostre	?	?	?	?	?	?
Characidium schubarti	?	?	?	?	?	?
Characidium schindleri	?	?	?	?	?	?
Characidium heirmostigmata	?	?	?	?	?	?
Characidium lauroi	?	?	?	?	?	?
Characidium hasemani	?	?	?	?	?	?
Characidium xanthopterum	?	?	?	?	?	?
Characidium bolivianum	?	?	?	?	?	?
Characidium stigmosum	?	?	?	?	?	?
Characidium serrano	?	?	?	?	?	?
Characidium nupelia	?	?	?	?	?	?
Characidium boavistae	?	?	?	?	?	?
Characidium xavante	?	?	?	?	?	?
Characidium pellucidum	?	?	?	?	?	?
Characidium borellii	?	?	?	?	?	?
Characidium etheostoma	?	?	?	?	?	?
Characidium aff. zebra BOLD:AAC6055	?	?	?	?	?	?
Characidium sp. 31414	?	?	?	?	?	?
Characidium sp. CBM:ZF:13696	?	?	?	?	?	?
Ammocryptocharax lateralis	?	?	?	?	?	?
Ammocryptocharax minutus	?	?	?	?	?	?
Ammocryptocharax vintonae	?	?	?	?	?	?
Ammocryptocharax elegans	?	?	?	?	?	?
Crenuchus spilurus	1	1	2	1	0	0
Crenuchus sp. 23869	?	?	?	?	?	?
Poecilocharax weitzmani	?	?	?	?	?	?
Poecilocharax bovalii	?	?	?	?	?	?
Microcharacidium weitzmani	?	?	?	?	?	?
Microcharacidium eleotrioides	?	?	?	?	?	?
Microcharacidium geryi	?	?	?	?	?	?
Microcharacidium gnomus	?	?	?	?	?	?
Leptocharacidium omospilus	?	?	?	?	?	?
Klausewitzia ritae	?	?	?	?	?	?
Geryichthys sterbai	?	?	?	?	?	?
Odontocharacidium aphanes	?	?	?	?	?	?
Skiotocharax meizon	?	?	?	?	?	?
Gilbertolus maracaiboensis	1	?	2	?	0	0
Gilbertolus atratoensis	1	1	2	2	0	0
Gilbertolus alatus	?	?	?	?	?	?
Roestes ogilviei	1	1	2	2	0	0
Roestes itupiranga	?	?	?	?	?	?
Roestes molossus	1	1	2	2	0	0
Cyphocharax vanderi	?	?	?	?	?	?
Cyphocharax nagelii	?	?	?	?	?	?
Cyphocharax modestus	?	?	?	?	?	?
Cyphocharax spilotus	?	?	?	?	?	?
Cyphocharax voga	?	?	?	?	?	?
Cyphocharax magdalenae	?	?	?	?	?	?
Cyphocharax gilbert	?	?	?	?	?	?
Cyphocharax meniscaprorus	?	?	?	?	?	?
Cyphocharax leucostictus	?	?	?	?	?	?
Cyphocharax derhami	?	?	?	?	?	?
Cyphocharax helleri	?	?	?	?	?	?
Cyphocharax gangamon	?	?	?	?	?	?
Cyphocharax plumbeus	?	?	?	?	?	?
Cyphocharax vexillapinnus	?	?	?	?	?	?
Cyphocharax nigripinnis	?	?	?	?	?	?
Cyphocharax gouldingi	?	?	?	?	?	?
Cyphocharax pinnilepis	?	?	?	?	?	?
Cyphocharax spilurus	?	?	?	?	?	?
Cyphocharax multilineatus	?	?	?	?	?	?
Cyphocharax laticlavius	?	?	?	?	?	?
Cyphocharax oenas	?	?	?	?	?	?
Cyphocharax santacatarinae	?	?	?	?	?	?
Cyphocharax gillii	?	?	?	?	?	?
Cyphocharax spiluropsis	?	?	?	?	?	?
Cyphocharax mestomyllon	?	?	?	?	?	?
Cyphocharax notatus	?	?	?	?	?	?
Cyphocharax signatus	?	?	?	?	?	?
Cyphocharax punctatus	?	?	?	?	?	?
Cyphocharax stilbolepis	?	?	?	?	?	?
Cyphocharax microcephalus	?	?	?	?	?	?
Cyphocharax platanus	?	?	?	?	?	?
Cyphocharax pantostictos	?	?	?	?	?	?
Cyphocharax abramoides	?	?	?	?	?	?
Cyphocharax festivus	?	?	?	?	?	?
Cyphocharax saladensis	?	?	?	?	?	?
Cyphocharax biocellatus	?	?	?	?	?	?
Cyphocharax aspilos	?	?	?	?	?	?
Curimatopsis macrolepis	?	?	?	?	?	?
Curimatopsis evelynae	?	?	?	?	?	?
Curimatopsis crypticus	?	?	?	?	?	?
Curimatopsis myersi	?	?	?	?	?	?
Curimatopsis microlepis	?	1	?	2	0	0
Curimatopsis aff. crypticus BFM-2016	?	?	?	?	?	?
Curimatopsis sp. Madeira	?	?	?	?	?	?
Curimatopsis sp. Negro	?	?	?	?	?	?
Curimatopsis sp. Tapajos	?	?	?	?	?	?
Steindachnerina hypostoma	?	?	?	?	?	?
Steindachnerina guentheri	?	?	?	?	?	?
Steindachnerina elegans	1	1	2	2	0	0
Steindachnerina insculpta	?	?	?	?	?	?
Steindachnerina pupula	?	?	?	?	?	?
Steindachnerina corumbae	?	?	?	?	?	?
Steindachnerina brevipinna	?	?	?	?	?	?
Steindachnerina bimaculata	?	?	?	?	?	?
Steindachnerina leucisca	?	?	?	?	?	?
Steindachnerina quasimodoi	?	?	?	?	?	?
Steindachnerina gracilis	?	?	?	?	?	?
Steindachnerina argentea	?	?	?	?	?	?
Steindachnerina amazonica	?	?	?	?	?	?
Steindachnerina notonota	?	?	?	?	?	?
Steindachnerina notograptos	?	?	?	?	?	?
Steindachnerina atratoensis	?	?	?	?	?	?
Steindachnerina varii	?	?	?	?	?	?
Steindachnerina seriata	?	?	?	?	?	?
Steindachnerina biornata	?	?	?	?	?	?
Steindachnerina binotata	?	?	?	?	?	?
Steindachnerina conspersa	?	?	?	?	?	?
Steindachnerina planiventris	?	?	?	?	?	?
Steindachnerina fasciata	?	?	?	?	?	?
Steindachnerina sp. GO-2013	?	?	?	?	?	?
Steindachnerina dobula	?	?	?	?	?	?
Steindachnerina sp. QCAZ 2852	?	?	?	?	?	?
Psectrogaster rutiloides	?	?	?	?	?	?
Psectrogaster amazonica	?	?	?	?	?	?
Psectrogaster rhomboides	?	?	?	?	?	?
Psectrogaster falcata	?	?	?	?	?	?
Psectrogaster ciliata	?	?	?	?	?	?
Psectrogaster curviventris	?	?	?	?	?	?
Psectrogaster saguiru	?	?	?	?	?	?
Psectrogaster essequibensis	?	?	?	?	?	?
Curimata inornata	?	1	?	2	0	0
Curimata sp. LBP1537-11889	?	?	?	?	?	?
Curimata roseni	?	?	?	?	?	?
Curimata cyprinoides	?	?	?	?	?	?
Curimata vittata	?	?	?	?	?	?
Curimata cisandina	?	?	?	?	?	?
Curimata ocellata	?	?	?	?	?	?
Curimata macrops	1	1	2	1	0	0
Curimata incompta	?	?	?	?	?	?
Curimata mivartii	?	?	?	?	?	?
Curimata knerii	?	?	?	?	?	?
Curimata aspera	?	?	?	?	?	?
Curimata cerasina	?	?	?	?	?	?
Curimata acutirostris	?	?	?	?	?	?
Curimatella dorsalis	?	?	?	?	?	?
Curimatella lepidura	?	?	?	?	?	?
Curimatella immaculata	?	?	?	?	?	?
Curimatella meyeri	?	?	?	?	?	?
Curimatella alburna	?	?	?	?	?	?
Potamorhina altamazonica	?	?	?	?	?	?
Potamorhina latior	?	?	?	?	?	?
Potamorhina squamoralevis	?	?	?	?	?	?
Potamorhina pristigaster	?	?	?	?	?	?
Potamorhina laticeps	?	1	?	2	0	0
Potamorhina sp. GO-2013	?	?	?	?	?	?
Pseudocurimata boehlkei	?	?	?	?	?	?
Pseudocurimata boulengeri	?	?	?	?	?	?
Pseudocurimata patiae	?	?	?	?	?	?
Pseudocurimata peruana	?	?	?	?	?	?
Pseudocurimata lineopunctata	?	?	?	?	?	?
Pseudocurimata troschelii	?	?	?	?	?	?
Acestrorhynchus abbreviatus	1	?	2	?	0	0
Acestrorhynchus grandoculis	1	?	2	?	0	0
Acestrorhynchus pantaneiro	1	?	2	?	0	0
Acestrorhynchus cf. nasutus LBP7035-34110	?	?	?	?	?	?
Acestrorhynchus sp. JA-2011	?	?	?	?	?	?
Acestrorhynchus falcirostris	1	1	2	2	0	0
Acestrorhynchus lacustris	1	1	2	2	0	0
Acestrorhynchus heterolepis	1	1	2	2	0	0
Acestrorhynchus minimus	1	?	2	?	0	0
Acestrorhynchus nasutus	1	1	2	2	0	0
Acestrorhynchus sp. NM-2010	?	?	?	?	?	?
Acestrorhynchus altus	1	?	2	?	0	0
Acestrorhynchus britskii	1	?	2	?	0	0
Acestrorhynchus falcatus	1	1	2	2	0	0
Acestrorhynchus microlepis	1	1	2	2	0	0
Acestrorhynchus sp. DC-2004	?	?	?	?	?	?
Acestrorhynchus maculipinna	?	?	?	?	?	?
Acestrorhynchus isalineae	1	?	2	?	0	0
Lonchogenys ilisha	1	?	2	?	0	0
Parodon nasus	?	?	?	?	?	?
Parodon hilarii	?	?	?	?	?	?
Parodon sp. AMNH 233323	?	?	?	?	?	?
Parodon sp. DC-2004	?	?	?	?	?	?
Parodon bifasciatus	?	?	?	?	?	?
Parodon magdalenensis	?	?	?	?	?	?
Parodon guyanensis	?	?	?	?	?	?
Parodon buckleyi	?	?	?	?	?	?
Parodon alfonsoi	?	?	?	?	?	?
Parodon suborbitalis	1	1	2	2	0	0
Parodon moreirai	?	?	?	?	?	?
Parodon atratoensis	?	?	?	?	?	?
Parodon apolinari	?	?	?	?	?	?
Parodon pongoensis	?	?	?	?	?	?
Parodon caliensis	1	1	2	1	0	0
Parodon carrikeri	?	?	?	?	?	?
Apareiodon affinis	?	?	?	?	?	?
Apareiodon ibitiensis	?	?	?	?	?	?
Apareiodon vittatus	?	?	?	?	?	?
Apareiodon tigrinus	?	?	?	?	?	?
Apareiodon itapicuruensis	?	?	?	?	?	?
Apareiodon davisi	?	?	?	?	?	?
Apareiodon argenteus	?	?	?	?	?	?
Apareiodon agmatos	?	?	?	?	?	?
Apareiodon orinocensis	?	?	?	?	?	?
Apareiodon vladii	?	?	?	?	?	?
Apareiodon hasemani	?	?	?	?	?	?
Apareiodon cavalcante	?	?	?	?	?	?
Apareiodon piracicabae	?	?	?	?	?	?
Apareiodon gransabana	?	?	?	?	?	?
Apareiodon machrisi	?	?	?	?	?	?
Apareiodon sp. 'Rio Verde'	?	?	?	?	?	?
Apareiodon sp. MOS-2015	?	?	?	?	?	?
Apareiodon sp. ACY-GLJ	?	?	?	?	?	?
Saccodon dariensis	?	?	?	?	?	?
Saccodon wagneri	1	1	2	1	0	0
Saccodon terminalis	?	?	?	?	?	?
Chilodus punctatus	1	1	2	1	0	0
Chilodus zunevei	?	?	?	?	?	?
Chilodus fritillus	?	?	?	?	?	?
Chilodus gracilis	?	?	?	?	?	?
Caenotropus labyrinthicus	?	?	?	?	?	?
Caenotropus mestomorgmatos	?	1	?	2	0	0
Caenotropus schizodon	?	?	?	?	?	?
Caenotropus maculosus	?	1	?	2	0	0
Distichodus kolleri	?	?	?	?	?	?
Distichodus sexfasciatus	?	?	?	?	?	?
Distichodus mossambicus	?	?	?	?	?	?
Distichodus noboli	?	?	?	?	?	?
Distichodus schenga	?	?	?	?	?	?
Distichodus sp. A BOLD:AAE0007	?	?	?	?	?	?
Distichodus antonii	?	?	?	?	?	?
Distichodus atroventralis	?	?	?	?	?	?
Distichodus sp. B BOLD:AAE0007	?	?	?	?	?	?
Distichodus maculatus	1	1	2	2	0	0
Distichodus lusosso	?	?	?	?	?	?
Distichodus fasciolatus	?	?	?	?	?	?
Distichodus decemmaculatus	?	?	?	?	?	?
Distichodus sp. LBP7526-35371	?	?	?	?	?	?
Distichodus sp. CL-2006	?	?	?	?	?	?
Distichodus notospilus	1	1	2	1	0	0
Distichodus hypostomatus	?	?	?	?	?	?
Distichodus affinis	?	?	?	?	?	?
Distichodus engycephalus	?	?	?	?	?	?
Distichodus rostratus	?	?	?	?	?	?
Distichodus sp. LBP7526-35372	?	?	?	?	?	?
Distichodus petersii	?	?	?	?	?	?
Distichodus langi	?	?	?	?	?	?
Distichodus teugelsi	?	?	?	?	?	?
Distichodus nefasch	?	?	?	?	?	?
Distichodus brevipinnis	?	?	?	?	?	?
Distichodus altus	?	?	?	?	?	?
Distichodus rufigiensis	?	?	?	?	?	?
Distichodus sp. ED-2015	?	?	?	?	?	?
Distichodus cf. teugelsi ED-2015	?	?	?	?	?	?
Xenocharax spilurus	1	1	2	1	0	0
Xenocharax crassus	?	?	?	?	?	?
Hemigrammocharax ocellicauda	?	?	?	?	?	?
Hemigrammocharax uniocellatus	?	?	?	?	?	?
Hemigrammocharax machadoi	?	?	?	?	?	?
Hemigrammocharax multifasciatus	?	?	?	?	?	?
Hemigrammocharax angolensis	?	?	?	?	?	?
Hemigrammocharax minutus	?	?	?	?	?	?
Hemigrammocharax wittei	?	?	?	?	?	?
Hemigrammocharax lineostriatus	?	?	?	?	?	?
Hemigrammocharax monardi	?	?	?	?	?	?
Mesoborus crocodilus	?	?	?	?	?	?
Hemistichodus lootensi	?	?	?	?	?	?
Hemistichodus vaillanti	?	?	?	?	?	?
Hemistichodus mesmaekersi	?	?	?	?	?	?
Neolebias ansorgii	?	?	?	?	?	?
Neolebias powelli	?	?	?	?	?	?
Neolebias kerguennae	?	?	?	?	?	?
Neolebias trilineatus	?	?	?	?	?	?
Neolebias unifasciatus	?	?	?	?	?	?
Neolebias trewavasae	?	?	?	?	?	?
Neolebias gossei	?	?	?	?	?	?
Neolebias axelrodi	?	?	?	?	?	?
Neolebias philippei	?	?	?	?	?	?
Neolebias lozii	?	?	?	?	?	?
Nannocharax macropterus	?	?	?	?	?	?
Nannocharax elongatus	?	?	?	?	?	?
Nannocharax schoutedeni	?	?	?	?	?	?
Nannocharax procatopus	?	?	?	?	?	?
Nannocharax parvus	?	?	?	?	?	?
Nannocharax fasciolaris	?	?	?	?	?	?
Nannocharax ansorgii	?	?	?	?	?	?
Nannocharax taenia	?	?	?	?	?	?
Nannocharax zebra	?	?	?	?	?	?
Nannocharax brevis	?	?	?	?	?	?
Nannocharax ogoensis	?	?	?	?	?	?
Nannocharax usongo	?	?	?	?	?	?
Nannocharax pteron	?	?	?	?	?	?
Nannocharax altus	?	?	?	?	?	?
Nannocharax rubrolabiatus	?	?	?	?	?	?
Nannocharax luapulae	?	?	?	?	?	?
Nannocharax lineomaculatus	?	?	?	?	?	?
Nannocharax hollyi	?	?	?	?	?	?
Nannocharax maculicauda	?	?	?	?	?	?
Nannocharax occidentalis	?	?	?	?	?	?
Nannocharax intermedius	?	?	?	?	?	?
Nannocharax reidi	?	?	?	?	?	?
Nannocharax latifasciatus	?	?	?	?	?	?
Nannocharax micros	?	?	?	?	?	?
Nannocharax gracilis	?	?	?	?	?	?
Nannocharax niloticus	?	?	?	?	?	?
Nannocharax signifer	?	?	?	?	?	?
Nannocharax fasciatus	?	?	?	?	?	?
Nannocharax sp. NES1	?	?	?	?	?	?
Nannocharax sp. JSSD-2013	?	?	?	?	?	?
Belonophago hutsebouti	?	?	?	?	?	?
Belonophago tinanti	?	?	?	?	?	?
Eugnathichthys macroterolepis	?	?	?	?	?	?
Eugnathichthys eetveldii	?	?	?	?	?	?
Eugnathichthys virgatus	?	?	?	?	?	?
Eugnathichthys sp. n. JSSD-2013	?	?	?	?	?	?
Nannaethiops gracilis	?	?	?	?	?	?
Nannaethiops bleheri	?	?	?	?	?	?
Nannaethiops unitaeniatus	?	?	?	?	?	?
Paradistichodus dimidiatus	1	1	2	1	0	0
Congocharax olbrechtsi	?	?	?	?	?	?
Congocharax spilotaenia	?	?	?	?	?	?
Paraphago rostratus	?	?	?	?	?	?
Microstomatichthyoborus bashforddeani	?	?	?	?	?	?
Microstomatichthyoborus katangae	?	?	?	?	?	?
Dundocharax bidentatus	?	?	?	?	?	?
Citharinus gibbosus	1	1	2	1	0	0
Citharinus citharus	?	?	?	?	?	?
Citharinus sp. WJC-2012	?	?	?	?	?	?
Citharinus congicus	?	?	?	?	?	?
Citharinus sp. DC-2004	?	?	?	?	?	?
Citharinus sp. LBP7528-35374	?	?	?	?	?	?
Citharinus sp. RUSI 065184	?	?	?	?	?	?
Citharinus macrolepis	?	?	?	?	?	?
Citharinus latus	?	?	?	?	?	?
Citharinus eburneensis	?	?	?	?	?	?
Citharinus sp. JSSD-2013	?	?	?	?	?	?
Phago boulengeri	?	?	?	?	?	?
Phago sp. AMNH233627	?	?	?	?	?	?
Phago intermedius	?	?	?	?	?	?
