taxa_name	pectoral_fin	pelvic_fin	pectoral_inferred	pelvic_inferred
Megalomycteridae	?	?	?	?
Lycenchelys_hureaui	?	0	?	0
Pholis_fasciata	1	0	1	0
Monognathidae	0	0	0	0
Odontognathus_mucronatus	1	0	1	0
Eolactoria_sorbinii	?	0	?	0
Oreoglanis_macropterus	1	1	2	2
Sternopygidae	1	0	1	0
Amphilius_longirostris	1	1	2	2
Alabes_brevis	0	0	0	0
Eotetraodon_pygmaeus	?	0	?	0
Apteronotus_magdalenensis	1	0	2	0
Mochokus_brevis	1	1	2	2
Miuroglanis_platycephalus	1	0	1	0
Hoplunnis	1	0	1	0
Cetomimidae	1	0	2	0
Schilbidae	1	?	1	?
Muraenidae	0	0	0	0
Ophidiiformes	?	?	?	?
Halimuraena	1	?	1	?
Gymnallabes_typus	0	0&1	0	2
Gymnotiformes	1	0	2	0
Pseudochromidae	1	?	1	?
Alabes_hoesei	0	0	0	0
Hephthocara_simum	?	0	?	0
Muraenichthys	0	?	0	?
Monopterus_cuchia	0	0	0	0
Sternarchella_schotti	1	0	2	0
Lagocephalus_laevigatus	1	0	2	0
Xenoconger_fryeri	0	0	0	0
Ophisternon_infernale	0	0	0	0
Trinectes_maculatus	0	?	0	?
Gymnotus_carapo	1	0	2	0
Heteropneustes_fossilis	1	1	2	2
Phrynorhombus_regius	?	1	?	2
Spinacanthus_cuneiformis	?	0	?	0
Synaphobranchidae	?	0	?	0
Encheliophis	1	0	1	0
Ostraciidae	1	?	1	2
Eigenmannia_humboldtii	1	0	2	0
Mola_mola	1	0	2	0
Canthigaster_rostrata	?	0	?	0
Typhlobelus_ternetzi	1	0	1	0
Lamprogrammus_brunswigi	1	0	1	0
Heptadiodon_echinus	?	0	?	0
Phractocephalus_hemioliopterus	1	1	2	2
Simpsonichthys_boitonei	1	0	1	0
Aracana_aurita	?	0	?	0
Serrivomeridae	1	0	1	0
Rhabdolichops_electrogrammus	1	0	2	0
Heterenchelyidae	0	0	0	0
Anguilla_rostrata	?	0	?	0
Achiropsettidae	?	?	?	?
Batasio_batasio	1	1	2	2
Rusichthys	1	?	1	?
Anguillidae	1	0	1	0
Eurypharyngidae	1	0	2	0
Aseraggodes_holcomi	0	1	0	1
Ceratiidae	1	0	1	0
Lamprogrammus_exutus	1	0	1	0
Derichthyidae	?	0	?	0
Osteoglossiformes	?	?	?	?
Thermobiotes_mytilogeiton	0	?	0	?
Platyurosternarchus_macrostomus	1	0	2	0
Melanocetidae	1	0	1	0
Rhamphichthyidae	1	0	1	0
Parabrotulidae	1	0	2	0
Listrura_tetraradiata	1	0	1	0
Bathymicrops_regis	1	1	2	2
Muraenesocidae	1	0	1	0
Ophisternon_candidum	0	0	0	0
Nettastomatidae	0	0	0	0
Bathysaurus_mollis	1	1	2	2
Hypopygus_lepturus	1	0	2	0
Haliophis	1	?	1	?
Hemisorubim_sp._(de_Pinna_1993)	?	1	?	2
Glanapteryx_anguilla	1	0&1	1	0&1
Sternopygus_sp._(Fink_and_Fink_1981)	1	0	2	0
Eurypharynx_pelecanoides	?	0	?	0
Hime_japonica	1	1	2	2
Atheriniformes	?	?	?	?
Blennodesmus	1	?	1	?
Gorgasia	0	?	0	?
Bellottia_armiger	?	0	?	0
Paedocypris	1	?	2	?
Prodiodon_erinaceus	?	0	?	0
Chologaster_cornuta	1	0	1	0
Mugil_cephalus	?	1	?	2
Stephanoberyciformes	?	?	?	?
Cyema_atrum	1	0	1	0
Stromateidae	1	0	1	0
Congrogadus_malayanus	1	0	1	0
Hemibagrus_menoda	1	1	2	2
Brachyplatystoma_filamentosum	1	1	2	2
Channidae	1	?	1	?
Ophichthus_rex	?	0	?	0
Carapus	1	0	1	0
Gobiesocidae	?	?	?	?
Trichomycterus_catamarcensis	1	0	1	0
Opisthopterus_valenciennesi	1	0	1	0
Scytalina_cerdale	1	0	2	0
Rivulidae	1	?	1	?
Colocongridae	1	0	1	0
Amphilius_uranoscopus	1	1	2	2
Opisthopterus_tardoore	1	0	1	0
Pseudobagarius_macronemus	1	1	2	2
Seriola_dumerili	1	1	2	2
Alabes_dorsalis	0	1	0	1
Phractura_lindica	1	1	2	2
Congridae	?	0	?	0
Eurypleuron	1	0	1	0
Gymnotidae	1	0	1	0
Diodon_holocanthus	?	0	?	0
Belonion_apodion	1	0	1	0
Trichomycteridae	1	?	1	?
Listrura_camposi	1	0	1	0
Anarhichadidae	1	0	1	0
Platydoras_costatus	1	1	2	2
Benthalbella_macropinna	1	1	2	2
Chilomycterus_schoepfii	?	0	?	0
Liparidae	1	?	1	?
Trachipteridae	?	?	?	?
Schistura_fasciolata	1	1	2	2
Plotosus_limbatus	?	1	?	2
Uegitglanis_zammaranoi	?	1	?	2
Cyprinodontiformes	?	?	?	?
Robinsia_catherinae	0	0	0	0
Chrysichthys_habereri	1	1	2	2
Hypoptychus_dybowskii	1	0	1	0
Heteroconger	0	?	0	?
Synbranchus_lampreia	0	0	0	0
Neoceratias_spinifer	1	0	1	0
Chlopsis	0	0	0	0
Listrura_nematopteryx	1	0	1	0
Pygidianops_eigenmanni	1	0	1	0
Megupsilon_aporus	1	0	1	0
Indoreonectes_evezardi	1	1	2	2
Cinetodus_crassilabris	1	1	2	2
Pseudeutropius_moolenburghae	1	1	2	2
Diceratiidae	1	0	1	0
Ipnops_agassizii	1	1	2	2
Chaudhuria	1	0	1	0
Listrura_boticario	1	0	1	0
Gigantura_chuni	1	0	1	0
Platystacus_sp._(Mo_1991)	1	1	2	2
Glyptothorax_cous	1	1	2	2
Chiloglanis_sp._A_(Vigliotta_2008)	1	1	2	2
Ituglanis_metae	1	1	2	2
Corydoras_aeneus	1	1	2	2
Myrocongridae	1	0	1	0
Corydoras_punctatus	1	?	2	?
Parastromateus_niger	1	0	1	0
Monopterus_boueti	0	0	0	0
Echiophis_punctifer	?	0	?	0
Plotosus_canius	1	1	2	2
Sternarchogiton_sp._B_(Albert_2001)	1	0	2	0
Racenisia_fimbriipinna	1	0	2	0
Ophichthidae	?	0	?	0
Balistidae	1	?	1	2
Nemichthyidae	1	0	1	0
Apteronotus_leptorhynchus	1	0	2	0
Neochanna_apoda	1	0	1	0
Eigenmannia_virescens	1	0	2	0
Boulengerella_lateristriga	1	?	2	?
Tetraodontidae	1	?	1	2
Neochanna_diversus	1	0	1	0
Nectoliparis_pelagicus	1	0	1	0
Labridae	1	?	1	?
Empetrichthys	1	0	1	0
Magosternarchus_duccis	1	0	2	0
Electrophorus_electricus	1	0	1	0
Typhlichthys_subterraneus	1	0	1	0
Monodactylus	1	0	1	0
Gasterosteiformes	?	?	?	?
Xiphias_gladius	1	0	1	0
Distocyclus_conirostris	1	0	2	0
Archaeotetraodon_jamestyleri	?	0	?	0
Callichthys_sp._(Mo_1991)	1	1	2	2
Pseudecheneis_sulcata	1	1	2	2
Synodontis_macrostigma	1	1	2	2
Alabes	0	?	0	?
Garo_khajuriai	1	0	1	0
Bellottia_cryptica	?	0	?	0
Apeltes_quadracus	1	1	2	2
Synodontis_sorex	1	1	2	2
Stylephoridae	1	?	1	2
Megadontognathus_cuyuniense	1	0	2	0
Lepturacanthus	1	0	2	0
Opsariichthys_bidens	1	1	2	2
Neoopisthopterus_cubanus	?	0	?	0
Cyematidae	1	0	1	0
Adontosternarchus_sp._(Fink_and_Fink_1981)	1	0	2	0
Zaprora_silenus	1	0	1	0
Chiloglanis_sp._C_(Vigliotta_2008)	1	1	2	2
Scopelosaurus_hoedti	1	1	2	2
Apodichthys	1	0	1	0
Sphoeroides_maculatus	?	0	?	0
Ahliesaurus_berryi	1	1	2	2
Entomocorus_benjamini	1	1	2	2
Carapidae	?	?	?	?
Channallabes_apus	0	0&1	0	2
Brachysynodontis_batensoda	1	1	2	2
Kaupichthys	1	0	1	0
Phyllonemus_typus	1	1	2	2
Synbranchus_marmoratus	0	0	0	0
Hypopomidae	1	0	1	0
Prodiodon_tenuispinus	?	0	?	0
Belonidae	1	?	1	?
Bellottia_robusta	?	0	?	0
Aphyonidae	1	?	1	?
Hemibagrus_bongan	1	1	2	2
Himantolophidae	1	0	1	0
Gagata_itchkeea	1	1	2	2
Ereuniidae	1	?	1	?
Ophisternon_aenigmaticum	0	0	0	0
Chionodraco_myersi	1	1	2	2
Hephthocara_crassiceps	?	0	?	0
Sternarchorhamphus_muelleri	1	0	2	0
Scorpaeniformes	?	?	?	?
Zignodon_fornasieroae	?	0	?	0
Ranzania_laevis	1	0	2	0
Lepidocephalus_guntea	1	1	2	2
Icosteus_aenigmaticus	1	0	1	0
Neoplecostomus_microps	1	1	2	2
Rachycentron_canadum	1	0&1	1	2
Zignoichthys_oblongus	?	0	?	0
Nessorhamphus_danae	1	0	1	0
Spinacanthidae	?	0	?	0
Hypopomus_artedi	1	0	2	0
Kentrocapros_aculeatus	?	0	?	0
Protobalistum_imperialis	?	0	?	0
Notopteridae	1	?	1	?
Kryptopterus_limpok	1	1	2	2
Doumea_gracila	1	1	2	2
Sternarchella_sima	1	0	2	0
Anoplogaster_cornuta	1	1	2	2
Adrianichthys_roseni	1	1	2	2
Natalichthys	1	?	1	?
Simpsonichthys_parallelus	1	0	1	0
Synbranchus_madeirae	0	0	0	0
Ascelichthys_rhodorus	?	0	?	0
Chrysichthys_thonneri	1	1	2	2
Zaproridae	?	0	?	0
Centrophryne_spinulosa	1	0	1	0
Brachyhypopomus_brevirostris	1	0	2	0
Rineloricaria_teffeana	1	1	2	2
Linophrynidae	1	0	1	0
Ereunias_grallator	1	0	1	0
Pataecidae	1	0	1	0
Ostracion_cubicus	?	0	?	0
Pterodoras_rivasi	1	?	2	?
Zaireichthys_brevis	?	1	?	2
Robia_legula	1	0	1	0
Pimelodella_chagresi	?	1	?	2
Gymnallabes_nops	0	0	0	0
Blenniidae	1	?	1	?
Triodon_macropterus	1	0	1	0
Rivulus_nudiventris	1	0	1	0
Glanapteryx_niobium	1	0	1	0
Cynoglossidae	0	0	0	0
Plagiotremus_iosodon	?	0	?	0
Nemacheilus_rupecula	1	1	2	2
Apteronotidae	1	0	1	0
Chendol_keelini	1	0	1	0
Aulopiformes	?	?	?	?
Malapterurus_electricus	1	1	2	2
Chlopsidae	?	0	?	0
Cyttus_traversi	1	1	2	2
Chrysichthys_mabusi	1	1	2	2
Phractura_longicauda	1	1	2	2
Saccopharyngidae	1	0	1	0
Typhlobelus_macromycterus	1	0	1	0
Bythitidae	?	?	?	?
Neopataecus	1	0	1	0
Alabes_parvula	0	0	0	0
Macrouridae	?	?	?	?
Chendol_lubricus	1	0	1	0
Gigantura_indica	1	0	1	0
Andersonia_leptura	1	1	2	2
Apteronotus_albifrons	1	0	2	0
Bellottia_galatheae	?	0	?	0
Scytalinidae	?	0	?	0
Halimuraenoides	1	?	1	?
Xenoconger	1	0	1	0
Sabanejewia_aurata	1	1	2	1
Esox_niger	1	1	2	1
Creediidae	1	?	1	?
Ophisternon_bengalense	0	0	0	0
Euchilichthys_dybowskii	1	1	2	2
Amblyceps_mangois	1	1	2	2
Parapteronotus_hasemani	1	0	2	0
Gymnarchidae	?	0	?	0
Notacanthidae	?	1	?	2
Idiacanthus_atlanticus	0	1	0	1
Onuxodon	1	0	1	0
Zaireichthys_sp._B_(Vigliotta_2008)	1	?	2	?
Galaxiidae	1	?	1	2
Cryptacanthodidae	1	0	2	0
Roestes_molossus	1	1	2	2
Acanthostracion_quadricornis	?	0	?	0
Congrogadus_hierichthys	1	0	1	0
Synbranchiformes	?	0	?	0
Pterygoplichthys_multiradiatus	1	1	2	2
Halidesmus	1	?	1	?
Icosteidae	?	0	?	0
Centrophrynidae	1	0	2	0
Parauchenoglanis_altipinnis	1	1	2	2
Papyrocranus_congoensis	1	0	1	0
Pseudobagrus_ransonnettii	1	1	2	2
Magosternarchus_raptor	1	0	2	0
Eigenmannia_sp._(Fink_and_Fink_1981)	1	0	2	0
Lamprogrammus_niger	1	0	1	0
Uncisudis_advena	1	1	2	2
Aspredinichthys_tibicen	1	1	2	2
Liobagrus_reinii	1	1	2	2
Bellottia_apoda	?	0	?	0
Neocyema_erythrosoma	0&1	0	0&1	0
Cyclopteridae	1	?	1	?
Macrocephenchelys_brevirostris	1	0	1	0
Gasterosteus_aculeatus	1	0&1	1	0&1
Beryx_splendens	?	1	?	2
Trachydoras_sp._(Vigliotta_2008)	1	1	2	2
Eremophilus_mutisii	1	0	1	0
Stylephorus_chordatus	1	0	1	0
Pseudopimelodus_sp._(de_Pinna_1993)	?	1	?	2
Bathysaurus_ferox	1	1	2	2
Pseudobagrus_pictus	1	1	2	2
Siluridae	1	?	1	?
Pimelodina_flavipinnis	1	1	2	2
Chiloglanis_niloticus	1	1	2	2
Gymnarchus_niloticus	1	0	1	0
Osteoglossidae	1	?	1	?
Nessorhamphus_ingolfianus	1	0	1	0
Farlowella_sp._(de_Pinna_1993)	?	1	?	2
Evermannella_indica	1	1	2	2
Chrysichthys_nigrodigitatus	1	1	2	2
Monacanthidae	1	0	1	0
Neoceratiidae	1	0	2	0
Hypophthalmus_edentatus	1	1	2	2
Steatogenys_elegans	1	0	2	0
Cetopsorhamdia_sp._n._A_(Bockmann_1998)	1	1	2	2
Anablepidae	1	?	2	?
Demissolinea_novaeguineensis	1	0	2	0
Raconda_russeliana	1	0	1	0
Carangidae	1	?	1	?
Anaethalion_angustissimus	1	1	2	2
Nematogenys_inermis	1	1	2	2
Niwaella_multifasciata	1	1	2	2
Chiloglanis_disneyi	1	1	2	2
Clarias_angolensis	1	1	2	2
Sternopygus_macrurus	1	0	2	0
Snyderidia_canina	1	0	1	0
Percopsiformes	?	?	?	?
Pyrrhulina_australis	1	1	2	2
Gymnotus_cylindricus	1	0	2	0
Glyptothorax_major	1	1	2	2
Dolichallabes_microphthalmus	0	0&1	0	2
Plagiotremus_spilistius	?	0	?	0
Protobalistidae	?	0	?	0
Compsaraia_compsus	1	0	2	0
Apteronotus_apurensis	1	0	2	0
Myctophum	?	1	?	2
Cetopsidium_minutum	1	1	2	2
Microsternarchus_bilineatus	1	0	2	0
Coccorella_atlantica	1	1	2	2
Phallostethidae	1	?	1	?
Kasatkia_memorabilis	1	0	1	0
Apteronotus_cuchillejo	1	0	2	0
Moringuidae	0	0	0	0
Amphilius_jacksonii	1	1	2	2
Antigonia_capros	1	1	2	1
Archolaemus_blax	1	0	2	0
Batasio_dayi	1	1	2	2
Valenciidae	1	?	2	?
Channa_nox	?	0	?	0
Danionella_translucida	1	?	2	?
Crenichthys	1	0	1	0
Evermannella_balbo	1	1	2	2
Cobitis_biwae	1	1	2	2
Tischlingerichthys_viohli	?	1	?	2
Osteogeneiosus_sp._(Mo_1991)	1	1	2	2
Lycenchelys_xanthoptera	?	0	?	0
Odacidae	1	?	1	?
Heteropneustes_sp._(de_Pinna_1993)	?	1	?	2
Giganturidae	?	0	?	0
Platytroctidae	1	?	1	?
Chrysichthys_longibarbis	1	1	2	2
Cyprinodon_diabolis	1	0	1	0
Scoloplax_sp._(de_Pinna_1993)	?	1	?	2
Eremophilus	1	0	1	0
Diplophos_taenia	1	1	2	1
Clupeiformes	?	?	?	?
Ptilichthyidae	?	0	?	0
Cynodon_septenarius	1	1	2	2
Pseudobagarius_leucorhynchus	1	1	2	2
Acanthobunocephalus_nicoi	1	?	2	?
Comephoridae	1	0	1	0
Grammicolepis_brachiusculus	1	1	2	2
Oxydoras_niger	1	1	2	2
Ancistrus_stigmaticus	1	1	2	2
Notarius_grandicassis	1	1	2	2
Ariopsis_felis	1	1	2	2
Eumecichthys_fiski	1	0	1	0
Microsynodontis_vigilis	1	1	2	2
Rhamphichthys_rostratus	1	0	2	0
Ophisternon_afrum	0	0	0	0
Stomiidae	?	1	?	1
Lamprogrammus_shcherbachevi	1	0	1	0
Pshekhadiodon_parini	?	0	?	0
Gonorynchus_greyi	1	1	2	1
Anguilliformes	?	0	?	0
Pliosteostoma_lutipinnis	?	0	?	0
Synodontis_katangae	1	1	2	2
Opisthopterus_dovii	1	0	1	0
Pimelodus_albicans	1	1	2	2
Lefua_nikkonis	1	1	2	2
Galeichthys_feliceps	1	1	2	2
Glyptothorax_pectinopterus	1	1	2	2
Calophysus_macropterus	?	1	?	2
Neotropius_acutirostris	1	1	2	2
Opisthopterus_effulgens	1	0	1	0
Ageneiosus_cf._guianensis_(Mo_1991)	1	1	2	2
Desmodema_lorum	1	0	1	0
Ageneiosus_sp._2_(Mo_1991)	1	1	2	2
Sternarchorhynchus_oxyrhynchus	1	0	2	0
Rhabdolichops_troscheli	1	0	2	0
Clarias_gariepinus	?	1	?	2
Luciopimelodus_pati	?	1	?	2
Nagaichthys_filipes	1	0	1	0
Ataxolepis_apus	1	0	1	0
Caulophrynidae	1	0	2	0
Microsynodontis_emarginata	1	1	2	2
Neoarius_leptaspis	1	1	2	2
Saurida_gracilis	1	1	2	2
Thaumatichthyidae	1	0	1	0
Radiicephalus_elongatus	1	0	1	0
Desmodema_polystictum	1	0	1	0
Compasaria_sp._1_(Albert_2001)	1	0	2	0
Cnidoglanis_sp._(Mo_1991)	1	1	2	2
Arius_africanus	1	1	2	2
Mystus_vittatus	1	1	2	2
Pseudomystus_moeschii	1	1	2	2
Sternopygus_astrabes	1	0	2	0
Auchenipterus_nigripinnis	1	1	2	2
Symphurus_williamsi	0	?	0	?
Gymnotus_anguillaris	1	0	2	0
Pseudomystus_robustus	1	1	2	2
Niwaella_delicata	1	1	2	2
Beloniformes	?	?	?	?
Silurus_glanis	1	1	2	2
Chaudhuria_fusipinnis	1	0	1	0
Oxyropsis_carinata	1	1	2	2
Phractura_sp._(Mo_1991)	1	1	2	2
Chiloglanis_neumanni	1	1	2	2
Caulophryne	1	0	1	0
Orthosternarchus_tamandua	1	0	2	0
Ariopsis_latirostris	1	1	2	2
Corydoras_sp._(Mo_1991)	1	1	2	2
Rhodichthys_regina	1	0	1	0
Pseudexostoma_yunnanense	1	1	2	2
Platytroctes_apus	1	0	1	0
Schindleriidae	1	0	1	0
Cottidae	1	?	1	?
Atopodontus	1	1	2	2
Scopelarchoides_signifer	1	1	2	2
Odontognathus_compressus	1	0	1	0
Lepidarchus_adonis	1	1	2	2
Elops_affinis	1	1	2	2
Radiicephalidae	?	?	?	?
Opisthopterus_macrops	1	0	1	0
Glyptothorax_sp._(de_Pinna_1993)	?	1	?	2
Glyptothorax_telchitta	1	1	2	2
Opisthopterus_equatorialis	1	0	1	0
Astroblepus_heterodon	1	1	2	2
Apodocreedia_vanderhorsti	1	0	1	0
Amblyopsidae	?	?	?	?
Arctozenus_risso	1	1	2	2
Stichaeidae	1	?	1	?
Pangasius_macronema	1	1	2	2
Chaetostoma_breve	1	1	2	2
Ipnops_murrayi	1	1	2	2
Allothrissops_mesogaster	1	1	2	2
Ophididae	?	?	?	?
Archaeotetraodon_winterbottomi	?	0	?	0
Derichthys_serpentinus	1	0	1	0
Bagroides_melapterus	1	1	2	2
Charax_unimaculatus	1	?	2	?
Synodontis_congica	1	1	2	2
Ptilichthys_goodei	1	0	1	0
Melanotaenia_nigrans	?	1	?	2
Aphanius_apodus	1	0	1	0
Acanthopsoides_graciroides_(Sawada_1982)	1	1	2	2
Adontosternarchus_sachsi	1	0	2	0
Goodeidae	1	?	1	?
Diodontidae	1	0	1	0
Chiloglanis_sp._(de_Pinna_1993)	?	1	?	2
Oneirodidae	1	0	1	0
Echiodon	1	0	1	0
Synodontis_sp._(Mo_1991)	1	1	2	2
Monopterus_albus	0	0	0	0
Acanthocleithron_chapini	1	1	2	2
Paraliparis	1	0	1	0
Capromimus_abbreviatus	1	1	2	2
Tyttocharax_sp._A_(Weitzman_and_Fink_1985)	?	1	?	2
Gymnorhamphichthys_hypostomus	1	0	2	0
Denticeps_clupeoides	1	1	2	1
Simpsonichthys_cholopteryx	1	0	1	0
Chrysichthys_aluuensis	1	1	2	2
Bihunichthys_monopteroides	1	0	1	0
Apteronotus_cuchillo	1	0	2	0
Kasatkia_seigeli	1	0	1	0
Ageneiosus_magoi	1	1	2	2
Acantopsis_choirorhynchos	1	1	2	2
Liauchenoglanis_maculatus	1	1	2	2
Pterodoras_granulosus	1	1	2	2
Pelteobagrus_ussuriensis	1	1	2	2
Morone_americana	1	1	2	2
Leptolepides_haerteisi	?	1	?	2
Parauchenoglanis_balayi	1	1	2	1
Sperata_seenghala	1	1	2	2
Glanidium_leopardum	1	1	2	2
Hemibagrus_wyckii	1	1	2	2
Syngnathidae	?	0	?	0
Sternarchogiton_nattereri	1	0	2	0
Rhaphiodon_vulpinus	1	1	2	2
Macrouroides_inflaticeps	1	0	1	0
Porotergus_gimbeli	1	0	2	0
Plicofollis_nella	1	1	2	2
Xyliphius_magdalenae	1	?	2	?
Lophiiformes	?	?	?	?
Xenurobrycon_pteropus	?	1	?	2
Chrysichthys_helicophagus	1	1	2	2
Anaethalion_angustus	1	1	2	2
Paralepis_brevirostris	1	1	2	2
Scopaeocharax_sp._(Burns_et_al_1995)	?	1	?	2
Lycenchelys_fedorovi	?	0	?	0
Stemonosudis_rothschildi	1	1	2	2
Synodontis_euptera	1	1	2	2
Benthalbella_elongata	1	1	2	2
Hemisynodontis_membranaceus	1	1	2	2
Neoopisthopterus_tropicus	?	0	?	0
Misgurnus_mizolepis	1	1	2	2
Loricaria_cataphracta	1	1	2	2
Capros_aper	1	1	2	2
Dinotopterus_cunningtoni	1	1	2	2
Trachelyopterus_sp._(Vigliotta_2008)	1	1	2	2
Gasterosteidae	1	?	1	?
Bagre_marinus	1	1	2	2
Zenion_hololepis	1	1	2	2
Nangra_nangra	1	1	2	2
Oryzias_uwai	1	1	2	2
Synodontis_alberti	1	1	2	2
Mastacembelus_apectoralis	0	?	0	?
Osteogeneiosus_militaris	1	1	2	2
Aulorhynchus_flavidus	1	1	2	2
Synbranchidae	0	0	0	0
Loricariidae_sp._(Mo_1991)	1	1	2	2
Helogenes_sp._(Mo_1991)	1	1	2	2
Molidae	1	?	1	2
Lycoptera_sinensis?	?	1	?	2
Cyprinodontidae	1	?	1	?
Danionella_mirifica	1	?	2	?
Chiloglanis_sp._B_(Vigliotta_2008)	1	1	2	2
Ameiurus_nebulosus	1	1	2	1
Gigantactinidae	1	0	1	0
Hepsetus_odoe	1	1	2	1
Liobagrus_cf._marginatus_(Mo_1991)	1	1	2	2
Umbra_limi	1	1	2	1
Doumea_typica	1	1	2	2
Notoglanidium_walkeri	1	1	2	2
Oryzias_celebensis	1	1	2	2
Synodontis_notata	1	1	2	2
Auchenipterichthys_thoracatus	1	1	2	2
Thrissops_subovatus	1	1	2	2
Xiphiidae	?	?	?	?
Pseudomystus_rugosus	1	1	2	2
Chirocentrus_dorab	?	1	?	1
Lycenchelys_monstrosa	?	0	?	0
Pillaia_kachinica	1	0	1	0
Panaque_sp._(de_Pinna_1993)	?	1	?	2
Ageneiosus_sp._3_(Mo_1991)	1	1	2	2
Umbra_krameri	1	1	2	2
Liobagrus_obesus	1	?	2	?
Neoscopelus_macrolepidotus	1	1	2	2
Perciformes	?	?	?	?
Chrysichthys_bocagii	1	1	2	2
Protoclupea_chilensis	1	1	2	2
Trichiurus	1	0	2	0
Elops_saurus	1	1	2	1
Siluriformes	1	?	2	?
Hoplosternum_punctatum	?	1	?	2
Cyttomimus_stelgis	1	1	2	2
Clariidae	1	?	1	?
Sciades_herzbergii	1	1	2	2
Lophotidae	1	?	1	?
Gnathobagrus_depressus	1	1	2	2
Hypoptychidae	?	0	?	0
Chaudhuriidae	1	0	1	0
Monodactylidae	1	0	1	0
Gilbertolus_atratoensis	1	1	2	2
Chaudhuria_caudata	1	0	1	0
Chiloglanis_sp._G_(Vigliotta_2008)	1	1	2	2
Soleidae	?	1	?	1
Conniella_apterygia	1	0	1	0
Schilbe_mystus	1	1	2	2
Sudis_hyalina	1	1	2	2
Dianema_longibarbis	1	1	2	2
Neosilurus_sp._2_(de_Pinna_1993)	?	1	?	2
Amblyopsis_rosae	1	0	1	0
Ageneiosus_sp._1_(Mo_1991)	1	1	2	2
Zoarcidae	1	?	1	?
Scopelarchoides_nicholsi	1	1	2	2
Parona_signata	1	0	1	0
Nannobrachium_cuprarium	1	1	2	2
Bunocephalus_chamaizelus	1	?	2	?
Bagrichthys_sp._1_(de_Pinna_1993)	?	1	?	2
Sciades_emphysetus	1	1	2	2
Chlorophthalmus_atlanticus	1	1	2	2
Cetomimoides_parri	1	0	1	0
Macrognathus_pancalus	1	0	1	0
Centrodoras_sp._(Vigliotta_2008)	1	1	2	2
Leiocassis_hosii	1	1	2	2
Achiridae	?	1	?	1
Opsanus_tau	?	1	?	2
Hoplomyzon_sexpapilostoma	1	1	2	2
Megalops_cyprinoides	1	1	2	1
Chrysichthys_brachynema	1	1	2	2
Chrysichthys_auratus	1	1	2	2
Pachythrissops_laevis	1	1	2	2
Siluranodon_auritus	1	1	2	2
Stethopristes_eos	1	1	2	2
Pachythrissops_furcatus	1	1	2	2
Cranoglanis_bouderius	1	1	2	2
Synodontis_acanthoperca	1	1	2	2
Rita_kuturnee	1	1	2	2
Pataecus	1	0	1	0
Chaca_bankanensis	?	1	?	2
Gadiformes	?	?	?	?
Synodontis_batesii	1	1	2	2
Synodontis_sp._(de_Pinna_1993)	?	1	?	2
Pelteobagrus_nudiceps	1	1	2	2
Oryzias_luzonensis	1	1	2	2
Macrocephenchelys_brachialis	1	0	1	0
Hypostomus_watwata	1	1	2	2
Barbatula_toni	1	1	2	2
Leptolepides_sprattiformis	1	1	2	2
Kneria_katangae	1	1	2	1
Triodontidae	1	?	2	2
Chanos_chanos	1	1	2	1
Pimelodus_maculatus	1	1	2	2
Chaetostoma_sp._(Friel_1994)	1	?	2	?
Trichomycteridae_sp._(de_Pinna_1993)	?	1	?	2
Allocyttus_verrucosus	1	1	2	2
Bathysauroides_gigas	1	1	2	2
Xenolepidichthys_dalgleishi	1	1	2	2
Saccopharyngiformes	?	0	?	0
Pristigaster_sp._(DiDario_1999)	?	0&1	?	0&1
Anotopterus_pharao	1	1	2	2
Pseudacanthicus_serratus	1	1	2	2
Astroblepus_festae_sp._3_(Mo_1991)	1	1	2	2
Bathybagrus_tetranema	1	1	2	2
Pholidae	1	?	2	?
Horabagrus_brachysoma	1	1	2	2
Gladioglanis_conquistador	1	1	2	2
Pillaia_indica	1	0	1	0
Diplomystus_dentatus	1	1	2	2
Lefua_echigonia	1	1	2	2
Clupisoma_garua	1	1	2	2
Pristigasteridae	1	?	1	?
Cinetodus_froggatti	1	1	2	2
Synodus_foetens	1	1	2	2
Hemibagrus_nemurus	1	1	2	2
Dupouyichthys_sapito	1	?	2	?
Mystus_wolffii	1	1	2	2
Synodontis_decora	1	1	2	2
Bathypterois_longipes	1	1	2	2
Orthogonikleithrus_leichi	?	1	?	2
Hexanematichthys_mastersi	1	1	2	2
Chiloglanis_carnosus	1	1	2	1
Zaireichthys_camerunensis	?	1	?	2
Pseudomystus_myersi	1	1	2	2
Synodontis_zambezensis	1	1	2	2
Euchilichthys_guentheri	1	1	2	1
Oligolactoria_bubiki	?	0	?	0
Scoloplax_dicra	?	1	?	2
Netuma_bilineata	1	1	2	2
Acrochordonichthys_pachyderma	1	?	2	?
Cheirocerus_abuelo	?	1	?	2
Odontognathus_panamensis	1	0	1	0
Scleromystax_barbatus	?	1	?	2
Mystus_nigriceps	1	1	2	2
Hypsidoris_farsonensis	1	1	2	1
Lampris_guttatus	?	1	?	2
Lophiobagrus_cyclurus	1	1	2	2
Centroberyx_affinis	1	1	2	2
Tachysurus_fulvidraco	1	1	2	2
Akysis_sp._(Friel_1994)	1	?	2	?
Pristigaster_cayana	?	0&1	?	0&1
Lycoptera_davidi	?	1	?	2
Cetopsis_coecutiens	1	1	2	2
Farlowella_knerii	1	1	2	2
Cynopotamus_kincaidi	1	?	2	?
Neosilurus_novaeguineae	?	1	?	2
