taxa_name	pectoral_fin	pelvic_fin	pectoral_inferred	pelvic_inferred	pectoral_propagated	pelvic_propagated
Rineloricaria aequalicuspis	1	?	2	?	1	0
Rineloricaria daraha	1	?	2	?	1	0
Rineloricaria teffeana	1	1	2	2	0	0
Rineloricaria altipinnis	1	?	2	?	1	0
Rineloricaria felipponei	1	?	2	?	1	0
Rineloricaria konopickyi	1	?	2	?	1	0
Rineloricaria zaina	1	?	2	?	1	0
Rineloricaria wolfei	1	?	2	?	1	0
Rineloricaria hoehnei	1	?	2	?	1	0
Rineloricaria aurata	1	?	2	?	1	0
Rineloricaria thrissoceps	1	?	2	?	1	0
Rineloricaria castroi	1	?	2	?	1	0
Rineloricaria morrowi	1	?	2	?	1	0
Rineloricaria longicauda	1	?	2	?	1	0
Rineloricaria heteroptera	1	?	2	?	1	0
Rineloricaria cadeae	1	?	2	?	1	0
Rineloricaria nigricauda	1	?	2	?	1	0
Rineloricaria kronei	1	?	2	?	1	0
Rineloricaria baliola	1	?	2	?	1	0
Rineloricaria stellata	1	?	2	?	1	0
Rineloricaria sneiderni	1	?	2	?	1	0
Rineloricaria stewarti	1	?	2	?	1	0
Rineloricaria maacki	1	?	2	?	1	0
Rineloricaria misionera	1	?	2	?	1	0
Rineloricaria setepovos	1	?	2	?	1	0
Rineloricaria microlepidota	1	?	2	?	1	0
Rineloricaria anhaguapitan	1	?	2	?	1	0
Rineloricaria cubataonis	1	?	2	?	1	0
Rineloricaria maquinensis	1	?	2	?	1	0
Rineloricaria henselii	1	?	2	?	1	0
Rineloricaria eigenmanni	1	?	2	?	1	0
Rineloricaria melini	1	?	2	?	1	0
Rineloricaria rupestris	1	1	2	2	0	0
Harttia surinamensis	1	?	2	?	1	0
Harttia gracilis	1	?	2	?	1	0
Harttia kronei	1	?	2	?	1	0
Harttia leiopleura	1	?	2	?	1	0
Harttia guianensis	1	?	2	?	1	0
Harttia loricariformis	1	?	2	?	1	0
Harttia carvalhoi	1	?	2	?	1	0
Harttia novalimensis	1	?	2	?	1	0
Harttia longipinna	1	?	2	?	1	0
Harttia torrenticola	1	?	2	?	1	0
Harttia dissidens	1	?	2	?	1	0
Harttia rhombocephala	1	?	2	?	1	0
Harttia punctata	1	?	2	?	1	0
Harttia uatumensis	1	?	2	?	1	0
Harttia depressa	1	?	2	?	1	0
Harttia merevari	1	?	2	?	1	0
Harttia trombetensis	1	?	2	?	1	0
Harttia garavelloi	1	?	2	?	1	0
Harttia duriventris	1	?	2	?	1	0
Cteniloricaria fowleri	1	?	2	?	1	0
Cteniloricaria platystoma	1	?	2	?	1	0
Cteniloricaria maculata	1	?	2	?	1	0
Ixinandria steinbachi	1	?	2	?	1	0
Ixinandria montebelloi	1	1	2	2	0	0
Proloricaria prolixa	1	?	2	?	1	0
Loricaria simillima	1	?	2	?	1	0
Loricaria clavipinna	1	?	2	?	1	0
Loricaria parnahybae	1	?	2	?	1	0
Loricaria lata	1	?	2	?	1	0
Loricaria tucumanensis	1	?	2	?	1	0
Loricaria apeltogaster	1	?	2	?	1	0
Loricaria pumila	1	?	2	?	1	0
Loricaria lundbergi	1	?	2	?	1	0
Loricaria lentiginosa	1	?	2	?	1	0
Loricaria nickeriensis	1	?	2	?	1	0
Loricaria piracicabae	1	?	2	?	1	0
Loricaria spinulifera	1	?	2	?	1	0
Loricaria cataphracta	1	1	2	2	0	0
Loricaria holmbergi	1	?	2	?	1	0
Sturisomatichthys citurensis	1	1	2	2	0	0
Sturisomatichthys caquetae	1	?	2	?	1	0
Sturisomatichthys tamanae	1	?	2	?	1	0
Sturisomatichthys leightoni	1	?	2	?	1	0
Planiloricaria cryptodon	1	?	2	?	1	0
Spatuloricaria puganensis	1	?	2	?	1	0
Spatuloricaria gymnogaster	1	?	2	?	1	0
Spatuloricaria curvispina	1	?	2	?	1	0
Spatuloricaria fimbriata	1	?	2	?	1	0
Spatuloricaria caquetae	1	?	2	?	1	0
Spatuloricaria euacanthagenys	1	?	2	?	1	0
Spatuloricaria atratoensis	1	?	2	?	1	0
Spatuloricaria phelpsi	1	?	2	?	1	0
Spatuloricaria lagoichthys	1	?	2	?	1	0
Spatuloricaria nudiventris	1	?	2	?	1	0
Spatuloricaria evansii	1	?	2	?	1	0
Loricariichthys anus	1	?	2	?	1	0
Loricariichthys castaneus	1	?	2	?	1	0
Loricariichthys platymetopon	1	?	2	?	1	0
Loricariichthys maculatus	1	?	2	?	1	0
Loricariichthys microdon	1	?	2	?	1	0
Loricariichthys hauxwelli	1	?	2	?	1	0
Loricariichthys edentatus	1	?	2	?	1	0
Loricariichthys chanjoo	1	?	2	?	1	0
Loricariichthys brunneus	1	1	2	2	0	0
Loricariichthys acutus	1	?	2	?	1	0
Loricariichthys rostratus	1	?	2	?	1	0
Loricariichthys derbyi	1	?	2	?	1	0
Loricariichthys stuebelii	1	?	2	?	1	0
Loricariichthys labialis	1	1	2	2	0	0
Loricariichthys ucayalensis	1	?	2	?	1	0
Loricariichthys cashibo	1	?	2	?	1	0
Loricariichthys nudirostris	1	?	2	?	1	0
Loricariichthys melanocheilus	1	?	2	?	1	0
Pseudohemiodon laticeps	1	?	2	?	1	0
Pseudohemiodon devincenzii	1	?	2	?	1	0
Pseudohemiodon apithanos	1	?	2	?	1	0
Pseudohemiodon amazonum	1	?	2	?	1	0
Pseudohemiodon lamina	1	?	2	?	1	0
Pseudohemiodon thorectes	1	?	2	?	1	0
Pseudohemiodon platycephalus	1	?	2	?	1	0
Apistoloricaria ommation	1	?	2	?	1	0
Apistoloricaria condei	1	?	2	?	1	0
Apistoloricaria listrorhinos	1	?	2	?	1	0
Apistoloricaria laani	1	?	2	?	1	0
Metaloricaria paucidens	1	?	2	?	1	0
Metaloricaria nijsseni	1	?	2	?	1	0
Sturisoma monopelte	1	?	2	?	1	0
Sturisoma nigrirostrum	1	?	2	?	1	0
Sturisoma festivum	1	1	2	2	0	0
Sturisoma rostratum	1	?	2	?	1	0
Sturisoma panamense	1	?	2	?	1	0
Sturisoma brevirostre	1	?	2	?	1	0
Sturisoma tenuirostre	1	?	2	?	1	0
Sturisoma lyra	1	1	2	2	0	0
Sturisoma aureum	1	?	2	?	1	0
Sturisoma kneri	1	?	2	?	1	0
Sturisoma dariense	1	?	2	?	1	0
Sturisoma robustum	1	?	2	?	1	0
Sturisoma frenatum	1	?	2	?	1	0
Sturisoma barbatum	1	?	2	?	1	0
Sturisoma guentheri	1	?	2	?	1	0
Lamontichthys stibaros	1	?	2	?	1	0
Lamontichthys llanero	1	1	2	2	0	0
Lamontichthys parakana	1	?	2	?	1	0
Lamontichthys avacanoeiro	1	?	2	?	1	0
Lamontichthys filamentosus	1	1	2	2	0	0
Lamontichthys maracaibero	1	?	2	?	1	0
Harttiella crassicauda	1	?	2	?	1	0
Pyxiloricaria menezesi	1	?	2	?	1	0
Dentectus barbarmatus	1	?	2	?	1	0
Furcodontichthys novaesi	1	?	2	?	1	0
Paraloricaria vetula	1	?	2	?	1	0
Paraloricaria agastor	1	?	2	?	1	0
Paraloricaria commersonoides	1	?	2	?	1	0
Pseudoloricaria laeviuscula	1	?	2	?	1	0
Brochiloricaria macrodon	1	?	2	?	1	0
Brochiloricaria chauliodon	1	?	2	?	1	0
Reganella depressa	1	?	2	?	1	0
Aposturisoma myriodon	1	?	2	?	1	0
Ricola macrops	1	?	2	?	1	0
Rhadinoloricaria macromystax	1	?	2	?	1	0
Pterosturisoma microps	1	?	2	?	1	0
Hypostomus affinis	1	?	2	?	1	0
Hypostomus punctatus	1	1	2	2	0	0
Hypostomus plecostomus	1	1	2	2	0	0
Hypostomus watwata	1	1	2	2	0	0
Hypostomus luetkeni	1	?	2	?	1	0
Hypostomus gymnorhynchus	1	?	2	?	1	0
Hypostomus luteus	1	?	2	?	1	0
Hypostomus aspilogaster	1	?	2	?	1	0
Hypostomus isbrueckeri	1	?	2	?	1	0
Hypostomus uruguayensis	1	?	2	?	1	0
Hypostomus latifrons	1	?	2	?	1	0
Hypostomus albopunctatus	1	1	2	2	0	0
Hypostomus strigaticeps	1	?	2	?	1	0
Hypostomus topavae	1	?	2	?	1	0
Hypostomus iheringii	1	?	2	?	1	0
Hypostomus margaritifer	1	?	2	?	0	0
Hypostomus brevis	1	?	2	?	1	0
Hypostomus derbyi	1	?	2	?	1	0
Hypostomus paranensis	1	?	2	?	1	0
Hypostomus microstomus	1	?	2	?	1	0
Hypostomus luteomaculatus	1	?	2	?	1	0
Hypostomus ternetzi	1	?	2	?	1	0
Hypostomus myersi	1	?	2	?	1	0
Hypostomus cochliodon	1	1	2	2	0	0
Hypostomus robinii	1	1	2	2	0	0
Hypostomus plecostomoides	1	1	2	2	0	0
Hypostomus alatus	1	?	2	?	1	0
Hypostomus commersoni	1	1	2	2	0	0
Hypostomus nigromaculatus	1	?	2	?	1	0
Hypostomus fonchii	1	?	2	?	1	0
Hypostomus boulengeri	1	1	2	2	0	0
Hypostomus latirostris	1	?	2	?	1	0
Hypostomus regani	1	?	2	?	1	0
Hypostomus ancistroides	1	?	2	?	1	0
Hypostomus auroguttatus	1	?	2	?	1	0
Hypostomus johnii	1	?	2	?	1	0
Hypostomus hondae	1	1	2	2	0	0
Hypostomus asperatus	1	?	2	?	1	0
Hypostomus tapijara	1	?	2	?	1	0
Hypostomus dlouhyi	1	?	2	?	1	0
Hypostomus hemiurus	1	?	2	?	1	0
Hypostomus coppenamensis	1	?	2	?	1	0
Hypostomus macushi	1	?	2	?	1	0
Hypostomus garmani	1	?	2	?	1	0
Hypostomus atropinnis	1	?	2	?	1	0
Hypostomus roseopunctatus	1	?	2	?	1	0
Hypostomus lexi	1	?	2	?	1	0
Hypostomus mutucae	1	?	2	?	1	0
Hypostomus ericius	1	?	2	?	1	0
Hypostomus rhantos	1	?	2	?	1	0
Hypostomus nematopterus	1	?	2	?	1	0
Hypostomus goyazensis	1	?	2	?	1	0
Hypostomus meleagris	1	?	2	?	1	0
Hypostomus sipaliwinii	1	?	2	?	1	0
Hypostomus oculeus	1	?	2	?	1	0
Hypostomus hermanni	1	?	2	?	1	0
Hypostomus hoplonites	1	?	2	?	1	0
Hypostomus tapanahoniensis	1	?	2	?	1	0
Hypostomus paulinus	1	?	2	?	1	0
Hypostomus denticulatus	1	?	2	?	1	0
Hypostomus chrysostiktos	1	?	2	?	1	0
Hypostomus pagei	1	?	2	?	1	0
Hypostomus macrops	1	?	2	?	1	0
Hypostomus brevicauda	1	?	2	?	1	0
Hypostomus vermicularis	1	?	2	?	1	0
Hypostomus niger	1	?	2	?	1	0
Hypostomus ericae	1	?	2	?	1	0
Hypostomus bolivianus	1	1	2	2	0	0
Hypostomus soniae	1	?	2	?	1	0
Hypostomus pantherinus	1	?	2	?	1	0
Hypostomus carinatus	1	?	2	?	1	0
Hypostomus obtusirostris	1	?	2	?	1	0
Hypostomus tietensis	1	?	2	?	1	0
Hypostomus fluviatilis	1	?	2	?	1	0
Hypostomus corantijni	1	?	2	?	1	0
Hypostomus papariae	1	?	2	?	1	0
Hypostomus vaillanti	1	?	2	?	1	0
Hypostomus nudiventris	1	?	2	?	1	0
Hypostomus lima	1	?	2	?	1	0
Hypostomus seminudus	1	?	2	?	1	0
Hypostomus micromaculatus	1	1	2	2	0	0
Hypostomus pusarum	1	?	2	?	1	0
Hypostomus niceforoi	1	?	2	?	1	0
Hypostomus varimaculosus	1	?	2	?	1	0
Hypostomus francisci	1	1	2	2	0	0
Hypostomus pospisili	1	?	2	?	1	0
Hypostomus surinamensis	1	?	2	?	1	0
Hypostomus pyrineusi	1	?	2	?	1	0
Hypostomus longiradiatus	1	?	2	?	1	0
Hypostomus kopeyaka	1	?	2	?	1	0
Hypostomus weberi	1	?	2	?	1	0
Hypostomus piratatu	1	?	2	?	1	0
Hypostomus levis	1	?	2	?	1	0
Hypostomus nickeriensis	1	?	2	?	1	0
Hypostomus agna	1	?	2	?	1	0
Hypostomus rondoni	1	?	2	?	1	0
Hypostomus argus	1	?	2	?	1	0
Hypostomus occidentalis	1	?	2	?	1	0
Hypostomus borellii	1	?	2	?	1	0
Hypostomus taphorni	1	?	2	?	1	0
Hypostomus wuchereri	1	?	2	?	1	0
Hypostomus variipictus	1	?	2	?	1	0
Hypostomus eptingi	1	?	2	?	1	0
Hypostomus macrophthalmus	1	?	2	?	1	0
Hypostomus ventromaculatus	1	?	2	?	1	0
Hypostomus variostictus	1	?	2	?	1	0
Hypostomus subcarinatus	1	?	2	?	1	0
Hypostomus heraldoi	1	?	2	?	1	0
Hypostomus paucipunctatus	1	?	2	?	1	0
Hypostomus pseudohemiurus	1	?	2	?	1	0
Hypostomus scaphyceps	1	?	2	?	1	0
Hypostomus multidens	1	?	2	?	1	0
Hypostomus winzi	1	?	2	?	1	0
Hypostomus commersonoides	1	?	2	?	1	0
Hypostomus laplatae	1	?	2	?	1	0
Hypostomus angipinnatus	1	?	2	?	1	0
Hypostomus unae	1	?	2	?	1	0
Hypostomus interruptus	1	?	2	?	1	0
Hypostomus sculpodon	1	?	2	?	1	0
Hypostomus hemicochliodon	1	1	2	2	0	0
Hypostomus saramaccensis	1	?	2	?	1	0
Hypostomus faveolus	1	?	2	?	1	0
Hypostomus crassicauda	1	?	2	?	1	0
Hypostomus jaguribensis	1	?	2	?	1	0
Hypostomus paucimaculatus	1	?	2	?	1	0
Hypostomus simios	1	?	2	?	1	0
Hypostomus scabriceps	1	?	2	?	1	0
Hypostomus carvalhoi	1	?	2	?	1	0
Hypostomus limosus	1	?	2	?	1	0
Hypostomus waiampi	1	?	2	?	1	0
Aphanotorulus ammophilus	1	1	2	2	0	0
Aphanotorulus unicolor	1	1	2	2	0	0
Pterygoplichthys joselimaianus	1	?	2	?	1	0
Pterygoplichthys scrophus	1	?	2	?	1	0
Pterygoplichthys disjunctivus	1	?	2	?	1	0
Pterygoplichthys zuliaensis	1	1	2	2	0	0
Pterygoplichthys pardalis	1	1	2	2	0	0
Pterygoplichthys etentaculatus	1	1	2	2	0	0
Pterygoplichthys gibbiceps	1	1	2	2	0	0
Pterygoplichthys multiradiatus	1	1	2	2	0	0
Pterygoplichthys punctatus	1	1	2	2	0	0
Pterygoplichthys undecimalis	1	?	2	?	1	0
Pterygoplichthys parnaibae	1	?	2	?	1	0
Pterygoplichthys xinguensis	1	?	2	?	1	0
Pterygoplichthys lituratus	1	1	2	2	0	0
Pterygoplichthys weberi	1	?	2	?	1	0
Pseudorinelepis genibarbis	1	1	2	2	0	0
Isorineloricaria spinosissima	1	?	2	?	1	0
Squaliforma emarginata	1	?	2	?	1	0
Squaliforma squalina	1	1	2	2	0	0
Squaliforma villarsi	1	?	2	?	1	0
Squaliforma gomesi	1	?	2	?	1	0
Squaliforma horrida	1	?	2	?	1	0
Squaliforma phrixosoma	1	?	2	?	1	0
Squaliforma biseriata	1	?	2	?	1	0
Squaliforma tenuis	1	?	2	?	1	0
Squaliforma tenuicauda	1	?	2	?	1	0
Squaliforma annae	1	?	2	?	1	0
Squaliforma scopularia	1	?	2	?	1	0
Squaliforma virescens	1	?	2	?	1	0
Corymbophanes kaiei	1	1	2	2	0	0
Corymbophanes andersoni	1	1	2	2	0	0
Rhinelepis aspera	1	1	2	2	0	0
Rhinelepis strigosa	1	?	2	?	1	0
Leptoancistrus cordobensis	1	?	2	?	1	0
Leptoancistrus canensis	1	1	2	2	0	0
Pogonopoma obscurum	1	?	2	?	1	0
Pogonopoma wertheimeri	1	1	2	2	0	0
Pogonopoma parahybae	1	1	2	2	0	0
Dekeyseria pulchra	1	1	2	2	0	0
Dekeyseria picta	1	?	2	?	1	0
Dekeyseria scaphirhyncha	1	1	2	2	0	0
Dekeyseria brachyura	1	?	2	?	1	0
Dekeyseria amazonica	1	?	2	?	1	0
Dekeyseria niveata	1	1	2	2	0	0
Pseudancistrus barbatus	1	1	2	2	0	0
Pseudancistrus niger	1	?	2	?	1	0
Pseudancistrus longispinis	1	?	2	?	1	0
Pseudancistrus brevispinis	1	1	2	2	0	0
Pseudancistrus corantijniensis	1	?	2	?	1	0
Pseudancistrus pectegenitor	1	?	2	?	1	0
Pseudancistrus orinoco	1	1	2	2	0	0
Pseudancistrus sidereus	1	?	2	?	1	0
Pseudancistrus genisetiger	1	?	2	?	1	0
Pseudancistrus nigrescens	1	?	2	?	1	0
Pseudancistrus depressus	1	?	2	?	1	0
Pseudancistrus papariae	1	?	2	?	1	0
Pseudancistrus yekuana	1	?	2	?	1	0
Pseudancistrus guentheri	1	?	2	?	1	0
Pseudancistrus reus	1	?	2	?	1	0
Pseudancistrus coquenani	1	?	2	?	1	0
Pseudancistrus kwinti	1	?	2	?	1	0
Hemiancistrus fuliginosus	1	?	2	?	1	0
Hemiancistrus chlorostictus	1	?	2	?	1	0
Hemiancistrus maracaiboensis	1	1	2	2	0	0
Hemiancistrus punctulatus	1	?	2	?	1	0
Hemiancistrus subviridis	1	?	2	?	1	0
Hemiancistrus aspidolepis	1	1	2	2	0	0
Hemiancistrus medians	1	?	2	?	1	0
Hemiancistrus hammarlundi	1	?	2	?	1	0
Hemiancistrus spinosissimus	1	?	2	?	1	0
Hemiancistrus megacephalus	1	1	2	2	0	0
Hemiancistrus megalopteryx	1	?	2	?	1	0
Hemiancistrus meizospilos	1	?	2	?	1	0
Hemiancistrus holostictus	1	1	2	2	0	0
Hemiancistrus annectens	1	?	2	?	1	0
Hemiancistrus fugleri	1	?	2	?	1	0
Hemiancistrus landoni	1	1	2	2	0	0
Hemiancistrus wilsoni	1	?	2	?	1	0
Hemiancistrus votouro	1	?	2	?	1	0
Hemiancistrus macrops	1	?	2	?	1	0
Hemiancistrus guahiborum	1	?	2	?	1	0
Hemiancistrus micrommatos	1	?	2	?	1	0
Hemiancistrus spilomma	1	?	2	?	1	0
Hemiancistrus cerrado	1	?	2	?	1	0
Peckoltia sabaji	1	?	2	?	1	0
Peckoltia vittata	1	?	2	?	1	0
Peckoltia oligospila	1	1	2	2	0	0
Peckoltia cavatica	1	?	2	?	1	0
Peckoltia vermiculata	1	?	2	?	1	0
Peckoltia lineola	1	?	2	?	1	0
Peckoltia caenosa	1	?	2	?	1	0
Peckoltia brevis	1	?	2	?	1	0
Peckoltia braueri	1	?	2	?	1	0
Peckoltia bachi	1	?	2	?	1	0
Peckoltia furcata	1	?	2	?	1	0
Peckoltia snethlageae	1	?	2	?	1	0
Peckoltia kuhlmanni	1	?	2	?	1	0
Peckoltia filicaudata	1	?	2	?	1	0
Peckoltia arenaria	1	?	2	?	1	0
Peckoltia ucayalensis	1	1	2	2	0	0
Ancistrus cryptophthalmus	1	?	2	?	1	0
Ancistrus dolichopterus	1	?	2	?	1	0
Ancistrus ranunculus	1	?	2	?	1	0
Ancistrus pirareta	1	1	2	2	0	0
Ancistrus cirrhosus	1	1	2	2	0	0
Ancistrus multispinis	1	?	2	?	1	0
Ancistrus brevipinnis	1	?	2	?	1	0
Ancistrus stigmaticus	1	1	2	2	0	0
Ancistrus temminckii	1	?	2	?	1	0
Ancistrus martini	1	?	2	?	1	0
Ancistrus dubius	1	?	2	?	1	0
Ancistrus salgadae	1	?	2	?	1	0
Ancistrus tamboensis	1	?	2	?	1	0
Ancistrus chagresi	1	1	2	2	0	0
Ancistrus reisi	1	?	2	?	1	0
Ancistrus spinosus	1	?	2	?	1	0
Ancistrus latifrons	1	?	2	?	1	0
Ancistrus parecis	1	?	2	?	1	0
Ancistrus brevifilis	1	?	2	?	1	0
Ancistrus piriformis	1	?	2	?	1	0
Ancistrus montanus	1	?	2	?	1	0
Ancistrus bufonius	1	?	2	?	1	0
Ancistrus minutus	1	?	2	?	1	0
Ancistrus damasceni	1	?	2	?	1	0
Ancistrus verecundus	1	?	2	?	1	0
Ancistrus triradiatus	1	?	2	?	1	0
Ancistrus occidentalis	1	?	2	?	1	0
Ancistrus formoso	1	?	2	?	1	0
Ancistrus erinaceus	1	?	2	?	1	0
Ancistrus jataiensis	1	?	2	?	1	0
Ancistrus gymnorhynchus	1	?	2	?	1	0
Ancistrus aguaboensis	1	?	2	?	1	0
Ancistrus clementinae	1	?	2	?	1	0
Ancistrus cuiabae	1	?	2	?	1	0
Ancistrus malacops	1	?	2	?	1	0
Ancistrus bolivianus	1	?	2	?	1	0
Ancistrus taunayi	1	?	2	?	1	0
Ancistrus claro	1	?	2	?	1	0
Ancistrus galani	1	?	2	?	1	0
Ancistrus mattogrossensis	1	?	2	?	1	0
Ancistrus jelskii	1	?	2	?	1	0
Ancistrus eustictus	1	?	2	?	1	0
Ancistrus centrolepis	1	?	2	?	1	0
Ancistrus falconensis	1	?	2	?	1	0
Ancistrus agostinhoi	1	?	2	?	1	0
Ancistrus lineolatus	1	?	2	?	1	0
Ancistrus occloi	1	?	2	?	1	0
Ancistrus variolus	1	?	2	?	1	0
Ancistrus lithurgicus	1	?	2	?	1	0
Ancistrus heterorhynchus	1	?	2	?	1	0
Ancistrus macrophthalmus	1	?	2	?	1	0
Ancistrus mullerae	1	?	2	?	1	0
Ancistrus maculatus	1	?	2	?	1	0
Ancistrus fulvus	1	?	2	?	1	0
Ancistrus tombador	1	?	2	?	1	0
Ancistrus caucanus	1	?	2	?	1	0
Ancistrus hoplogenys	1	?	2	?	1	0
Ancistrus bodenhameri	1	?	2	?	1	0
Ancistrus leucostictus	1	?	2	?	1	0
Ancistrus megalostomus	1	?	2	?	1	0
Ancistrus nudiceps	1	?	2	?	1	0
Ancistrus maracasae	1	?	2	?	1	0
Pseudacanthicus spinosus	1	?	2	?	1	0
Pseudacanthicus leopardus	1	1	2	2	0	0
Pseudacanthicus serratus	1	1	2	2	0	0
Pseudacanthicus fordii	1	?	2	?	1	0
Pseudacanthicus histrix	1	?	2	?	1	0
Chaetostoma lineopunctatum	1	?	2	?	1	0
Chaetostoma anomalum	1	1	2	2	0	0
Chaetostoma marginatum	1	?	2	?	1	0
Chaetostoma sovichthys	1	1	2	2	0	0
Chaetostoma aburrensis	1	?	2	?	1	0
Chaetostoma jegui	1	?	2	?	1	0
Chaetostoma microps	1	?	2	?	1	0
Chaetostoma dermorhynchum	1	?	2	?	1	0
Chaetostoma guairense	1	?	2	?	1	0
Chaetostoma palmeri	1	?	2	?	1	0
Chaetostoma yurubiense	1	?	2	?	1	0
Chaetostoma taczanowskii	1	?	2	?	1	0
Chaetostoma dorsale	1	?	2	?	1	0
Chaetostoma sericeum	1	?	2	?	1	0
Chaetostoma stroumpoulos	1	?	2	?	1	0
Chaetostoma nudirostre	1	?	2	?	1	0
Chaetostoma changae	1	?	2	?	1	0
Chaetostoma daidalmatos	1	?	2	?	1	0
Chaetostoma dupouii	1	?	2	?	1	0
Chaetostoma brevilabiatum	1	?	2	?	1	0
Chaetostoma anale	1	?	2	?	1	0
Chaetostoma tachiraense	1	?	2	?	1	0
Chaetostoma stannii	1	1	2	2	0	0
Chaetostoma vagum	1	?	2	?	1	0
Chaetostoma breve	1	1	2	2	0	0
Chaetostoma niveum	1	?	2	?	1	0
Chaetostoma milesi	1	?	2	?	1	0
Chaetostoma pearsei	1	1	2	2	0	0
Chaetostoma marmorescens	1	?	2	?	1	0
Chaetostoma alternifasciatum	1	?	2	?	1	0
Chaetostoma leucomelas	1	?	2	?	1	0
Chaetostoma branickii	1	?	2	?	1	0
Chaetostoma mollinasum	1	?	2	?	1	0
Chaetostoma venezuelae	1	?	2	?	1	0
Chaetostoma thomsoni	1	?	2	?	1	0
Chaetostoma lepturum	1	?	2	?	1	0
Chaetostoma loborhynchos	1	?	2	?	1	0
Chaetostoma greeni	1	?	2	?	1	0
Chaetostoma marcapatae	1	?	2	?	1	0
Chaetostoma vasquezi	1	?	2	?	1	0
Chaetostoma paucispinis	1	?	2	?	1	0
Chaetostoma machiquense	1	?	2	?	1	0
Chaetostoma patiae	1	?	2	?	1	0
Chaetostoma fischeri	1	1	2	2	0	0
Chaetostoma aequinoctiale	1	?	2	?	1	0
Lasiancistrus saetiger	1	?	2	?	1	0
Lasiancistrus schomburgkii	1	?	2	?	1	0
Lasiancistrus tentaculatus	1	?	2	?	1	0
Lasiancistrus heteracanthus	1	?	2	?	1	0
Lasiancistrus guacharote	1	1	2	2	0	0
Lasiancistrus caucanus	1	1	2	2	0	0
Lasiancistrus nationi	1	?	2	?	1	0
Lasiancistrus castelnaui	1	?	2	?	1	0
Panaqolus changae	1	?	2	?	1	0
Panaqolus maccus	1	1	2	2	0	0
Panaqolus dentex	1	?	2	?	1	0
Panaqolus albomaculatus	1	1	2	2	0	0
Panaqolus gnomus	1	?	2	?	1	0
Panaqolus nocturnus	1	?	2	?	1	0
Panaqolus purusiensis	1	1	2	2	0	0
Panaque nigrolineatus	1	1	2	2	0	0
Panaque cochliodon	1	?	2	?	1	0
Panaque suttonorum	1	?	2	?	1	0
Panaque bathyphilus	1	?	2	?	1	0
Scobinancistrus pariolispos	1	1	2	2	0	0
Scobinancistrus aureatus	1	?	2	?	1	0
Hypancistrus contradens	1	?	2	?	1	0
Hypancistrus furunculus	1	?	2	?	1	0
Hypancistrus debilittera	1	?	2	?	1	0
Hypancistrus zebra	1	1	2	2	0	0
Hypancistrus lunaorum	1	?	2	?	1	0
Hypancistrus inspector	1	1	2	2	0	0
Acanthicus adonis	1	?	2	?	1	0
Acanthicus hystrix	1	1	2	2	0	0
Leporacanthicus triactis	1	?	2	?	1	0
Leporacanthicus heterodon	1	?	2	?	1	0
Leporacanthicus joselimai	1	?	2	?	1	0
Leporacanthicus galaxias	1	1	2	2	0	0
Hopliancistrus tricornis	1	?	2	?	1	0
Parancistrus aurantiacus	1	1	2	2	0	0
Parancistrus nudiventris	1	?	2	?	1	0
Megalancistrus parananus	1	1	2	2	0	0
Megalancistrus barrae	1	?	2	?	1	0
Pseudolithoxus tigris	1	?	2	?	1	0
Pseudolithoxus dumus	1	?	2	?	1	0
Pseudolithoxus nicoi	1	?	2	?	1	0
Pseudolithoxus anthrax	1	1	2	2	0	0
Baryancistrus demantoides	1	?	2	?	1	0
Baryancistrus beggini	1	?	2	?	1	0
Baryancistrus longipinnis	1	?	2	?	1	0
Baryancistrus niveatus	1	1	2	2	0	0
Lithoxus planquettei	1	?	2	?	1	0
Lithoxus pallidimaculatus	1	?	2	?	1	0
Lithoxus lithoides	1	1	2	2	0	0
Lithoxus jantjae	1	?	2	?	1	0
Lithoxus bovallii	1	1	2	2	0	0
Lithoxus boujardi	1	?	2	?	1	0
Lithoxus surinamensis	1	?	2	?	1	0
Lithoxus stocki	1	?	2	?	1	0
Neblinichthys roraima	1	1	2	2	0	0
Neblinichthys yaravi	1	?	2	?	1	0
Neblinichthys pilosus	1	1	2	2	0	0
Cordylancistrus platycephalus	1	?	2	?	1	0
Cordylancistrus torbesensis	1	1	2	2	0	0
Cordylancistrus nephelion	1	?	2	?	1	0
Cordylancistrus perijae	1	?	2	?	1	0
Cordylancistrus daguae	1	?	2	?	1	0
Cordylancistrus platyrhynchus	1	?	2	?	1	0
Dolichancistrus pediculatus	1	1	2	2	0	0
Dolichancistrus cobrensis	1	1	2	2	0	0
Dolichancistrus carnegiei	1	?	2	?	1	0
Dolichancistrus fuesslii	1	?	2	?	1	0
Dolichancistrus setosus	1	?	2	?	1	0
Dolichancistrus atratoensis	1	1	2	2	0	0
Spectracanthicus murinus	1	1	2	2	0	0
Exastilithoxus fimbriatus	1	1	2	2	0	0
Exastilithoxus hoedemani	1	?	2	?	1	0
Lipopterichthys carrioni	1	1	2	2	0	0
Neoplecostomus microps	1	1	2	2	0	0
Neoplecostomus ribeirensis	1	?	2	?	1	0
Neoplecostomus corumba	1	?	2	?	1	0
Neoplecostomus espiritosantensis	1	?	2	?	1	0
Neoplecostomus paranensis	1	1	2	2	0	0
Neoplecostomus franciscoensis	1	?	2	?	1	0
Neoplecostomus selenae	1	?	2	?	1	0
